id,en,pt,img
tecnologia_A2_022,I use apps to organize my day.,Uso aplicativos para organizar meu dia.,https://images.unsplash.com/photo-1488590528505-98d2b5aba04b?w=800
tecnologia_A2_023,I forgot my password again.,Esqueci minha senha novamente.,https://images.unsplash.com/photo-1461749280684-dccba630e2f6?w=800
tecnologia_A2_024,I reset my password.,Eu redefino minha senha.,https://images.unsplash.com/photo-1504639725590-34d0984388bd?w=800
tecnologia_A2_025,The system is not responding.,O sistema não está respondendo.,https://images.unsplash.com/photo-1550751827-4bd374c3f58b?w=800
tecnologia_A2_026,I contact technical support.,Entro em contato com o suporte técnico.,https://images.unsplash.com/photo-1519389950473-47ba0277781c?w=800
tecnologia_A2_027,I install software updates.,Instalo atualizações de software.,https://images.unsplash.com/photo-1485827404703-89b55fcc595e?w=800
tecnologia_A2_028,I store files in the cloud.,Armazeno arquivos na nuvem.,https://images.unsplash.com/photo-1535303311164-664fc9ec6532?w=800
tecnologia_A2_029,I back up my data regularly.,Faço backup dos meus dados regularmente.,https://images.unsplash.com/photo-1531297484001-80022131f5a1?w=800
tecnologia_A2_030,I limit my screen time.,Eu limito meu tempo de tela.,https://images.unsplash.com/photo-1526374965328-7f61d4dc18c5?w=800
tecnologia_A2_031,I read news online.,Leio notícias online.,https://images.unsplash.com/photo-1518770660439-4636190af475?w=800
tecnologia_A2_032,I attend meetings online.,Participo de reuniões online.,https://images.unsplash.com/photo-1488590528505-98d2b5aba04b?w=800
tecnologia_A2_033,I share files with my team.,Compartilho arquivos com minha equipe.,https://images.unsplash.com/photo-1461749280684-dccba630e2f6?w=800
tecnologia_A2_034,I learn new skills online.,Aprendo novas habilidades online.,https://images.unsplash.com/photo-1504639725590-34d0984388bd?w=800
tecnologia_A2_035,I adjust my privacy settings.,Ajusto minhas configurações de privacidade.,https://images.unsplash.com/photo-1550751827-4bd374c3f58b?w=800
tecnologia_B1_036,Technology has changed how we communicate.,A tecnologia mudou a forma como nos comunicamos.,https://images.unsplash.com/photo-1519389950473-47ba0277781c?w=800
tecnologia_B1_037,Using technology responsibly is important.,Usar tecnologia de forma responsável é importante.,https://images.unsplash.com/photo-1485827404703-89b55fcc595e?w=800
tecnologia_B1_038,I balance technology use with offline activities.,Equilibro o uso da tecnologia com atividades offline.,https://images.unsplash.com/photo-1535303311164-664fc9ec6532?w=800
tecnologia_B1_039,Online tools increased my productivity.,Ferramentas online aumentaram minha produtividade.,https://images.unsplash.com/photo-1531297484001-80022131f5a1?w=800
tecnologia_B1_040,Digital skills are essential in modern life.,Habilidades digitais são essenciais na vida moderna.,https://images.unsplash.com/photo-1526374965328-7f61d4dc18c5?w=800
tecnologia_B1_041,I learned to protect my personal data.,Aprendi a proteger meus dados pessoais.,https://images.unsplash.com/photo-1518770660439-4636190af475?w=800
tecnologia_B1_042,Technology helps me stay connected.,A tecnologia me ajuda a permanecer conectado.,https://images.unsplash.com/photo-1488590528505-98d2b5aba04b?w=800
tecnologia_B1_043,I became more efficient using digital tools.,Tornei-me mais eficiente usando ferramentas digitais.,https://images.unsplash.com/photo-1461749280684-dccba630e2f6?w=800
tecnologia_B1_044,Learning technology requires continuous practice.,Aprender tecnologia exige prática contínua.,https://images.unsplash.com/photo-1504639725590-34d0984388bd?w=800
tecnologia_B1_045,I adapt quickly to new technologies.,Adapto-me rapidamente a novas tecnologias.,https://images.unsplash.com/photo-1550751827-4bd374c3f58b?w=800
tecnologia_B1_046,Technology should support our well-being.,A tecnologia deve apoiar nosso bem-estar.,https://images.unsplash.com/photo-1519389950473-47ba0277781c?w=800
tecnologia_B1_047,I use technology to learn and grow.,Uso tecnologia para aprender e crescer.,https://images.unsplash.com/photo-1485827404703-89b55fcc595e?w=800
tecnologia_B1_048,Digital organization saves time.,Organização digital economiza tempo.,https://images.unsplash.com/photo-1535303311164-664fc9ec6532?w=800
tecnologia_B1_049,Technology connects people around the world.,A tecnologia conecta pessoas ao redor do mundo.,https://images.unsplash.com/photo-1531297484001-80022131f5a1?w=800
tecnologia_B1_050,Using technology wisely improves quality of life.,Usar tecnologia com sabedoria melhora a qualidade de vida.,https://images.unsplash.com/photo-1526374965328-7f61d4dc18c5?w=800
