id,en,pt,img
aeroporto_078,I double-check my return ticket.,Eu verifico minha passagem de volta.,https://images.unsplash.com/photo-1502920917128-1aa500764b1c?w=800
aeroporto_079,I arrive at the airport early for my return.,Eu chego cedo ao aeroporto para voltar.,https://images.unsplash.com/photo-1529070538774-1843cb3265df?w=800
aeroporto_080,I say goodbye to new friends.,Eu me despeço dos novos amigos.,https://images.unsplash.com/photo-1529156069898-49953e39b3ac?w=800
aeroporto_081,I check in for my return flight.,Eu faço check-in para o voo de volta.,https://images.unsplash.com/photo-1581553673739-c4906b5d0de8?w=800
aeroporto_082,I go through security again.,Eu passo pela segurança novamente.,https://images.unsplash.com/photo-1544986581-efac024faf62?w=800
aeroporto_083,I wait at the departure gate.,Eu espero no portão de embarque.,https://images.unsplash.com/photo-1474302770737-173ee21bab63?w=800
aeroporto_084,I board the plane back home.,Eu embarco no avião de volta para casa.,https://images.unsplash.com/photo-1436491865332-7a61a109cc05?w=800
aeroporto_085,I reflect on my travel experiences.,Eu reflito sobre minhas experiências de viagem.,https://images.unsplash.com/photo-1500530855697-b586d89ba3ee?w=800
aeroporto_086,I organize my travel photos.,Eu organizo minhas fotos da viagem.,https://images.unsplash.com/photo-1519389950473-47ba0277781c?w=800
aeroporto_087,I share stories with my family.,Eu compartilho histórias com minha família.,https://images.unsplash.com/photo-1529156069898-49953e39b3ac?w=800
aeroporto_088,I feel happy to be home.,Eu fico feliz por estar em casa.,https://images.unsplash.com/photo-1512436991641-6745cdb1723f?w=800
aeroporto_089,Traveling changes how I see the world.,Viajar muda a forma como vejo o mundo.,https://images.unsplash.com/photo-1500530855697-b586d89ba3ee?w=800
aeroporto_090,I plan my next trip soon.,Eu planejo minha próxima viagem em breve.,https://images.unsplash.com/photo-1500530855697-b586d89ba3ee?w=800
aeroporto_091,Each trip teaches me something new.,Cada viagem me ensina algo novo.,https://images.unsplash.com/photo-1500530855697-b586d89ba3ee?w=800
aeroporto_092,I feel more open-minded after traveling.,Eu me sinto mais mente aberta após viajar.,https://images.unsplash.com/photo-1500530855697-b586d89ba3ee?w=800
aeroporto_093,Travel experiences build confidence.,Experiências de viagem constroem confiança.,https://images.unsplash.com/photo-1500530855697-b586d89ba3ee?w=800
aeroporto_094,I appreciate cultural diversity.,Eu valorizo a diversidade cultural.,https://images.unsplash.com/photo-1500530855697-b586d89ba3ee?w=800
aeroporto_095,I adapt easily to new environments.,Eu me adapto facilmente a novos ambientes.,https://images.unsplash.com/photo-1500530855697-b586d89ba3ee?w=800
aeroporto_096,I handle travel stress better now.,Eu lido melhor com o estresse de viagem agora.,https://images.unsplash.com/photo-1500530855697-b586d89ba3ee?w=800
aeroporto_097,I feel inspired after traveling.,Eu me sinto inspirado após viajar.,https://images.unsplash.com/photo-1500530855697-b586d89ba3ee?w=800
aeroporto_098,I enjoy planning international trips.,Eu gosto de planejar viagens internacionais.,https://images.unsplash.com/photo-1500530855697-b586d89ba3ee?w=800
aeroporto_099,Traveling enriches my life.,Viajar enriquece minha vida.,https://images.unsplash.com/photo-1500530855697-b586d89ba3ee?w=800
aeroporto_100,I always look forward to my next journey.,Eu sempre aguardo ansioso minha próxima jornada.,https://images.unsplash.com/photo-1500530855697-b586d89ba3ee?w=800
