id,en,pt,img
trabalho_B1_040,Maintaining focus increases productivity.,Manter o foco aumenta a produtividade.,https://images.unsplash.com/photo-1454165804606-c3d57bc86b40?w=800
trabalho_B1_041,I handle responsibilities with confidence.,Lido com responsabilidades com confiança.,https://images.unsplash.com/photo-1497215728101-856f4ea42174?w=800
trabalho_B1_042,Good organization reduces stress at work.,Boa organização reduz o estresse no trabalho.,https://images.unsplash.com/photo-1521737604893-d14cc237f11d?w=800
trabalho_B1_043,I improved my skills through daily practice.,Melhorei minhas habilidades com a prática diária.,https://images.unsplash.com/photo-1504384308090-c894fdcc538d?w=800
trabalho_B1_044,Team collaboration leads to better results.,Colaboração em equipe leva a melhores resultados.,https://images.unsplash.com/photo-1553877522-43269d4ea984?w=800
trabalho_B1_045,I learned to give and receive feedback.,Aprendi a dar e receber feedback.,https://images.unsplash.com/photo-1522071820081-009f0129c71c?w=800
trabalho_B1_046,Work-life balance is important for well-being.,Equilíbrio entre trabalho e vida pessoal é importante.,https://images.unsplash.com/photo-1600880292203-757bb62b4baf?w=800
trabalho_B1_047,I became more confident in my role.,Tornei-me mais confiante no meu papel.,https://images.unsplash.com/photo-1542744173-8e7e53415bb0?w=800
trabalho_B1_048,Continuous learning helps my career.,Aprendizado contínuo ajuda minha carreira.,https://images.unsplash.com/photo-1517245386807-bb43f82c33c4?w=800
trabalho_B1_049,I reflect on my performance regularly.,Refletir sobre meu desempenho regularmente.,https://images.unsplash.com/photo-1560472354-b33ff0c44a43?w=800
trabalho_B1_050,I feel satisfied with my work progress.,Sinto-me satisfeito com meu progresso no trabalho.,https://images.unsplash.com/photo-1454165804606-c3d57bc86b40?w=800
